CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
201719,45.0,0,1,13.0,2,2,3,1.0,1,3.0,1,5.0,0,1,1,0.0,2,21434.0,0
200489,43.0,1,1,12.0,2,2,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0,0
203910,40.0,1,1,13.0,3,2,3,5.0,3,5.0,1,6.0,0,4,1,1.0,3,28669.0,0
203694,30.0,0,1,7.0,2,2,4,2.0,1,3.0,3,2.0,1,3,0,2.0,2,24972.0,0
202157,36.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,5,1,1.0,1,17519.0,0
201081,35.0,1,1,22.0,2,0,3,4.0,3,4.0,3,2.0,0,1,1,2.0,3,23606.0,0
204303,38.0,1,1,17.0,2,2,3,4.0,1,4.0,3,4.0,1,5,0,2.0,2,22875.0,0
202244,55.0,0,1,8.0,3,2,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0,0
201144,31.0,0,3,8.0,2,2,2,3.0,1,5.0,2,1.0,0,1,0,0.0,2,20332.0,0
200533,40.0,0,3,11.0,2,2,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0,0
204308,32.0,1,1,14.0,3,1,3,4.0,1,5.0,1,3.0,0,1,1,1.0,2,22984.0,0
203109,48.0,1,3,9.0,2,1,4,5.0,0,3.0,3,3.0,1,2,1,1.0,1,21972.0,0
200146,30.0,1,1,8.0,3,2,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0,0
201436,21.0,1,3,11.0,3,2,2,3.0,0,5.0,2,2.0,1,1,1,0.0,1,17380.0,0
200635,35.0,1,1,15.0,2,1,3,4.0,3,3.0,0,2.0,1,4,1,1.0,3,25685.0,0
201583,24.0,1,1,24.0,2,2,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17774.0,0
202911,38.0,0,3,16.0,3,2,4,4.0,3,4.0,1,3.0,0,2,1,1.0,3,27512.0,0
204388,25.0,1,1,30.0,3,2,3,2.0,0,3.0,1,3.0,1,4,0,1.0,1,21403.0,0
204717,35.0,0,1,10.0,2,2,3,5.0,0,3.0,1,5.0,0,1,0,1.0,1,21657.0,0
203597,19.0,0,3,10.0,3,1,4,4.0,0,3.0,2,3.0,1,5,0,2.0,1,20247.0,1
201533,59.0,1,3,31.0,2,1,4,3.0,3,5.0,3,1.0,0,3,1,1.0,3,22637.0,0
204729,22.0,1,1,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20748.0,0
200074,36.0,1,1,12.0,2,1,2,2.0,1,3.0,0,4.0,0,2,0,0.0,2,18038.0,0
204556,39.0,1,3,16.0,3,2,4,5.0,0,4.0,1,2.0,0,4,0,3.0,1,21577.0,0
201068,28.0,0,1,8.0,3,2,2,4.0,0,5.0,2,1.0,0,4,0,0.0,1,17561.0,1
201506,50.0,1,3,9.0,3,2,2,4.0,0,3.0,1,2.0,1,4,1,1.0,1,17683.0,1
203816,40.0,1,1,16.0,3,2,3,4.0,1,5.0,1,3.0,0,4,1,1.0,2,23829.0,0
203152,37.0,0,3,15.0,1,2,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23757.0,0
201571,32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17956.0,0
204205,37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,1,1,1.0,2,23163.0,0
203994,31.0,1,1,7.0,2,2,3,5.0,1,3.0,1,3.0,1,1,1,2.0,2,23804.0,0
200163,57.0,1,1,30.0,2,2,2,2.0,3,3.0,1,4.0,1,4,1,1.0,3,24439.0,0
203071,53.0,0,1,32.0,3,1,3,5.0,4,3.0,0,5.0,0,5,0,2.0,0,32504.0,0
203312,29.0,1,1,26.0,3,2,4,5.0,0,5.0,0,3.0,0,3,1,3.0,1,21874.0,0
204400,38.0,1,3,9.0,3,2,4,4.0,1,3.0,1,6.0,1,3,0,3.0,2,28280.0,0
202875,55.0,1,1,15.0,2,1,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,22458.0,0
202220,44.0,1,3,34.0,3,1,2,1.0,4,3.0,1,4.0,1,1,1,0.0,0,28320.0,0
202486,27.0,1,1,32.0,2,2,3,6.0,0,3.0,2,3.0,0,2,1,2.0,1,20971.0,1
203259,22.0,1,1,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,0,3.0,1,20748.0,0
204039,27.0,1,1,13.0,2,1,3,5.0,0,4.0,1,3.0,0,3,1,2.0,1,21046.0,0
204468,28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0,0
201934,37.0,1,1,6.0,1,1,2,3.0,3,3.0,3,5.0,0,5,1,0.0,3,22491.0,0
202224,33.0,0,3,14.0,2,1,2,4.0,0,3.0,2,1.0,0,1,0,1.0,1,17342.0,0
200108,25.0,1,1,13.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,17889.0,0
200210,32.0,1,3,10.0,3,2,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0,1
203560,56.0,1,3,33.0,3,2,3,5.0,2,3.0,1,3.0,0,3,1,2.0,4,38264.0,0
204756,29.0,1,1,19.0,2,1,4,4.0,0,3.0,1,3.0,1,4,1,2.0,1,21193.0,1
200070,59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,1.0,2,20473.0,0
200382,26.0,0,1,9.0,1,2,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,18102.0,1
204190,36.0,1,1,29.0,2,1,4,2.0,3,4.0,1,2.0,0,5,1,3.0,3,30674.0,0
200083,38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,2,0,2.0,2,20329.0,0
200502,53.0,1,3,6.0,3,1,2,3.0,1,5.0,3,1.0,0,2,1,1.0,2,23381.0,0
203246,34.0,0,3,14.0,2,1,2,4.0,1,4.0,0,2.0,0,4,1,1.0,2,22980.0,0
201696,37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17793.0,0
200562,33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0,1
202310,35.0,1,1,6.0,3,2,2,4.0,0,3.0,1,7.0,0,1,1,1.0,1,17258.0,0
201096,40.0,1,2,12.0,3,2,2,3.0,4,3.0,2,2.0,1,3,1,1.0,0,31437.0,0
200808,29.0,1,1,34.0,2,1,3,3.0,0,3.0,1,5.0,0,5,0,1.0,1,17514.0,0
203841,55.0,1,1,16.0,2,1,4,4.0,1,3.0,1,5.0,0,5,0,2.0,2,21575.0,0
201695,59.0,1,1,9.0,2,2,3,4.0,0,3.0,1,4.0,0,3,0,0.0,1,17177.0,0
200556,53.0,1,1,12.0,2,2,2,3.0,1,3.0,2,3.0,0,5,1,0.0,2,17450.0,0
203263,29.0,1,1,9.0,2,2,4,5.0,0,4.0,0,2.0,0,2,0,3.0,1,21879.0,0
201681,30.0,0,1,6.0,2,2,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0,0
201948,25.0,1,3,19.0,3,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17096.0,0
204295,31.0,1,3,9.0,1,2,4,4.0,0,4.0,1,3.0,0,3,1,1.0,1,21154.0,0
200131,50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,0,0.0,3,24208.0,0
200410,30.0,1,1,8.0,2,1,2,5.0,1,3.0,2,3.0,0,2,0,1.0,2,21091.0,0
201501,44.0,1,1,16.0,2,2,2,3.0,1,3.0,1,3.0,1,3,0,1.0,2,21465.0,0
200506,37.0,1,1,9.0,2,2,2,3.0,3,3.0,0,2.0,0,2,1,0.0,3,24434.0,0
201314,45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0,0
203054,28.0,1,1,12.0,1,2,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0,0
203802,32.0,1,3,17.0,3,1,3,4.0,1,3.0,1,4.0,1,1,0,1.0,2,25261.0,0
203991,46.0,1,1,13.0,2,2,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0,0
200734,22.0,1,1,14.0,2,2,3,5.0,0,5.0,0,2.0,0,2,1,0.0,1,17451.0,0
201072,29.0,0,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0,0
204174,33.0,0,1,14.0,2,2,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0,0
200596,35.0,1,1,6.0,2,1,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0,0
204562,38.0,0,3,28.0,3,1,3,4.0,0,3.0,1,7.0,0,1,1,1.0,1,21651.0,0
203374,52.0,0,1,13.0,3,1,3,5.0,0,3.0,3,2.0,0,5,1,2.0,1,21516.0,0
203934,25.0,0,1,18.0,2,1,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0,0
203042,29.0,1,1,9.0,3,2,3,4.0,0,3.0,3,8.0,0,3,0,1.0,1,23060.0,1
203068,54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0,0
204016,21.0,0,1,13.0,2,1,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21604.0,1
200499,33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0,0
201822,48.0,1,3,35.0,3,1,3,3.0,3,3.0,1,4.0,0,4,0,1.0,3,27504.0,0
201439,36.0,1,3,9.0,3,1,3,4.0,3,3.0,1,1.0,0,3,1,0.0,3,22644.0,0
202480,51.0,1,3,10.0,3,2,3,5.0,0,3.0,0,3.0,1,4,0,1.0,1,21361.0,1
201503,39.0,1,3,11.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0,1
200233,50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0,0
202537,47.0,0,1,7.0,3,2,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0,0
204815,49.0,0,3,31.0,2,2,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0,1
204878,35.0,1,1,17.0,3,2,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,24803.0,1
200018,53.0,1,3,8.0,2,1,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0,0
203022,39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,8.0,1,2,1,3.0,2,24658.0,0
204346,35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0,0
201422,35.0,1,1,17.0,3,2,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0,0
204422,36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0,0
200178,46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,2,1,1.0,3,25453.0,0
202228,59.0,1,3,6.0,1,2,3,3.0,3,3.0,1,4.0,1,1,1,0.0,3,26904.0,0
203662,42.0,1,3,13.0,3,2,3,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27919.0,0
204695,27.0,1,1,7.0,3,2,3,5.0,0,5.0,1,3.0,0,3,1,2.0,1,22633.0,0
203096,38.0,0,3,26.0,3,2,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0,0
202366,31.0,1,1,30.0,3,1,3,4.0,1,5.0,3,2.0,0,5,1,0.0,2,21812.0,0
202710,32.0,1,1,30.0,3,2,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0,0
202599,30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0,0
203024,36.0,1,3,15.0,2,1,4,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21250.0,0
203137,37.0,1,3,10.0,2,2,3,5.0,3,3.0,0,3.0,1,2,1,1.0,3,29003.0,1
200919,59.0,1,1,24.0,3,2,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0,0
204735,50.0,1,3,15.0,1,2,3,5.0,4,4.0,1,8.0,0,4,1,2.0,0,31798.0,0
202684,40.0,1,1,7.0,3,1,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0,0
200479,24.0,0,1,13.0,2,1,2,3.0,0,3.0,0,2.0,1,4,0,0.0,1,17886.0,1
202367,59.0,1,3,9.0,2,1,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0,0
204362,41.0,1,1,13.0,2,1,4,4.0,4,3.0,2,2.0,0,5,1,1.0,0,31915.0,0
204568,40.0,1,2,9.0,2,1,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0,0
201374,58.0,1,3,27.0,2,1,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32875.0,0
201792,32.0,1,1,8.0,3,1,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0,0
200721,50.0,1,1,30.0,2,2,3,3.0,4,3.0,0,4.0,1,4,0,0.0,0,28973.0,0
200045,41.0,1,1,18.0,1,1,2,3.0,2,3.0,0,2.0,0,4,1,0.0,4,34545.0,1
201504,24.0,1,1,6.0,3,2,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0,1
201769,51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0,0
200107,25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0,1
200125,26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0,0
204580,23.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,1,5,1,2.0,2,22849.0,1
203310,41.0,0,3,9.0,3,2,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0,0
201381,28.0,0,1,22.0,3,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17144.0,0
202227,34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,0,1.0,2,24725.0,0
203181,42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,1.0,2,23681.0,0
203730,41.0,1,1,9.0,2,1,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0,0
204533,34.0,1,3,7.0,3,2,3,2.0,1,5.0,1,3.0,0,4,0,2.0,2,22715.0,0
201986,23.0,1,1,10.0,3,2,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0,0
200168,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0,0
203523,40.0,1,1,13.0,2,0,3,4.0,3,4.0,3,6.0,0,3,0,2.0,3,27054.0,0
203997,39.0,0,1,13.0,3,1,4,6.0,1,3.0,1,2.0,1,1,0,3.0,2,24007.0,0
201294,41.0,1,1,11.0,2,2,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0,0
200024,34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0,1
200742,50.0,1,1,15.0,2,2,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17380.0,0
201536,36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0,0
202542,59.0,1,3,17.0,3,2,3,4.0,4,3.0,2,2.0,0,3,1,2.0,0,32550.0,0
204786,34.0,0,3,32.0,3,1,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0,0
200607,49.0,1,3,17.0,3,1,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0,1
202811,51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0,0
202661,30.0,1,1,7.0,1,2,3,4.0,0,3.0,2,2.0,0,2,0,1.0,1,20736.0,1
203234,34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0,0
204672,60.0,1,3,7.0,1,2,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0,0
203294,33.0,0,3,9.0,2,1,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0,0
203603,40.0,0,1,11.0,3,0,3,4.0,1,3.0,3,2.0,0,3,1,1.0,2,23720.0,0
200362,21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0,0
204333,31.0,0,1,10.0,2,2,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0,0
203142,36.0,1,3,25.0,3,1,3,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23279.0,0
202803,37.0,0,3,10.0,3,2,3,5.0,3,3.0,0,6.0,0,2,0,2.0,3,28377.0,0
200858,53.0,1,1,13.0,3,1,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,33606.0,0
204340,31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0,0
202576,32.0,1,3,27.0,2,1,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0,1
201246,30.0,0,2,14.0,2,1,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0,1
203363,60.0,1,1,25.0,3,2,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0,0
201090,29.0,1,1,14.0,2,1,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0,0
204711,27.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,21055.0,1
203293,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0,1
202270,28.0,0,1,6.0,3,2,2,4.0,0,4.0,1,2.0,0,4,1,0.0,1,17596.0,1
204084,28.0,1,1,24.0,1,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0,0
202837,35.0,0,3,11.0,3,1,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0,0
202505,39.0,0,1,36.0,2,1,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0,0
202134,36.0,1,1,20.0,2,2,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0,0
201252,34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0,0
204623,32.0,0,1,16.0,3,2,3,5.0,0,5.0,2,2.0,1,3,0,2.0,1,20999.0,1
201664,45.0,0,1,8.0,3,2,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0,0
201687,29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0,1
201636,41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0,0
204504,34.0,1,1,14.0,3,2,3,4.0,3,3.0,1,2.0,0,4,1,1.0,3,30369.0,0
201507,35.0,1,3,8.0,3,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0,0
201424,35.0,1,1,15.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0,0
204792,43.0,0,2,9.0,3,2,4,2.0,1,5.0,1,2.0,0,1,1,2.0,2,24950.0,0
204437,51.0,1,1,35.0,3,2,4,2.0,0,3.0,1,3.0,1,1,0,2.0,1,21899.0,0
201322,46.0,1,1,8.0,2,2,2,3.0,3,3.0,1,4.0,0,1,1,1.0,3,23578.0,0
202489,42.0,1,1,19.0,1,1,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0,1
200466,41.0,1,3,8.0,2,1,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0,0
202094,53.0,1,3,13.0,3,1,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0,0
201024,47.0,1,1,8.0,3,1,2,3.0,4,3.0,0,4.0,0,5,1,0.0,0,32169.0,0
200090,40.0,0,1,6.0,2,2,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0,0
200372,35.0,1,1,15.0,2,2,3,4.0,1,4.0,3,1.0,0,2,1,2.0,2,21540.0,0
201799,47.0,1,1,11.0,2,2,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0,0
201675,29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0,1
200789,44.0,1,2,6.0,3,2,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0,1
203797,35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0,1
203196,37.0,1,1,23.0,2,1,3,2.0,0,5.0,3,3.0,0,2,1,1.0,1,21421.0,1
203324,33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0,0
201936,41.0,1,3,8.0,2,1,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0,0
201765,42.0,0,3,32.0,3,1,3,3.0,4,4.0,1,6.0,0,3,1,1.0,0,28525.0,0
203226,31.0,1,1,27.0,2,2,3,4.0,1,5.0,0,2.0,0,4,1,1.0,2,28635.0,0
204399,28.0,1,1,13.0,3,1,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0,0
201617,41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,1,1,0.0,0,32181.0,0
203296,30.0,1,1,13.0,3,1,3,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21809.0,0
201342,34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0,0
202015,30.0,1,3,33.0,3,2,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,20304.0,0
204136,38.0,0,1,18.0,2,2,3,4.0,3,3.0,1,3.0,1,3,1,2.0,3,30863.0,0
204789,45.0,1,1,36.0,2,2,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0,0
202906,35.0,1,3,28.0,2,2,4,3.0,1,3.0,3,3.0,0,3,1,1.0,2,24015.0,0
203785,32.0,1,1,27.0,2,2,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,22875.0,0
203868,36.0,1,1,16.0,3,2,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,23776.0,0
200578,38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0,0
203236,34.0,0,1,36.0,3,1,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0,1
204386,38.0,1,1,7.0,2,1,4,4.0,1,4.0,1,8.0,0,1,1,3.0,2,25125.0,0
201663,43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0,0
204290,52.0,1,3,21.0,2,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0,0
203110,23.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0,1
200435,33.0,1,1,21.0,3,2,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0,1
200352,48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0,0
200100,37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,2,1,0.0,1,17073.0,1
202386,46.0,1,1,28.0,3,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,33789.0,1
202158,19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0,1
203531,35.0,1,3,14.0,1,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0,0
204540,33.0,1,1,15.0,3,1,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0,0
200063,59.0,1,3,31.0,2,1,2,3.0,3,5.0,3,1.0,0,3,1,0.0,3,22637.0,0
204068,33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0,0
201206,26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0,0
200230,52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,0,0.0,1,18212.0,0
204374,27.0,1,3,36.0,3,2,3,4.0,1,3.0,1,7.0,0,5,0,1.0,2,22984.0,0
202716,29.0,1,1,16.0,3,2,4,4.0,0,3.0,0,3.0,0,2,1,2.0,1,20748.0,0
204263,30.0,0,3,9.0,2,2,4,4.0,1,3.0,1,3.0,0,1,1,2.0,2,23327.0,0
202518,37.0,1,1,13.0,2,1,3,3.0,1,3.0,0,5.0,0,2,0,1.0,2,21716.0,0
200010,35.0,1,1,22.0,3,2,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0,0
202691,35.0,1,1,9.0,2,2,3,5.0,1,5.0,0,8.0,0,4,0,2.0,2,24635.0,0
202490,35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0,0
200779,51.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,2,1,1.0,1,17461.0,1
202864,30.0,1,1,10.0,3,2,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0,0
200159,34.0,0,3,8.0,3,1,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0,0
204670,33.0,0,1,36.0,3,1,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0,0
200338,30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0,0
202460,33.0,1,1,12.0,2,2,4,3.0,0,4.0,1,2.0,1,2,1,1.0,1,21976.0,0
203033,30.0,1,1,7.0,2,1,3,5.0,0,5.0,0,3.0,1,2,0,1.0,1,20997.0,1
202570,59.0,1,1,30.0,3,1,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0,1
200280,53.0,1,1,9.0,3,2,2,3.0,4,3.0,0,4.0,1,5,0,0.0,0,32584.0,0
203242,34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0,1
202246,20.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,1,4,1,0.0,1,17323.0,1
200799,42.0,1,1,8.0,3,2,2,3.0,4,5.0,0,1.0,0,3,1,1.0,0,32665.0,0
203805,27.0,0,1,13.0,2,2,4,2.0,0,3.0,1,2.0,0,4,1,2.0,1,21222.0,0
204805,45.0,1,1,9.0,2,1,4,2.0,0,3.0,1,3.0,0,4,1,3.0,1,20689.0,0
204239,32.0,0,1,14.0,2,1,3,5.0,3,3.0,1,3.0,0,1,1,1.0,3,27621.0,0
204845,31.0,0,1,16.0,3,2,3,4.0,0,5.0,3,4.0,1,3,0,2.0,1,23373.0,1
203945,45.0,1,1,17.0,2,2,3,4.0,1,3.0,1,4.0,1,3,0,2.0,2,25143.0,0
202423,44.0,1,3,7.0,2,2,2,5.0,1,4.0,2,7.0,0,3,0,1.0,2,17362.0,1
200256,42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,0.0,1,17593.0,0
203255,39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,1.0,3,26029.0,0
200157,58.0,1,1,15.0,3,1,3,4.0,0,4.0,0,5.0,1,2,1,0.0,1,18346.0,0
202024,27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0,0
201451,38.0,1,3,16.0,2,1,3,3.0,1,3.0,1,2.0,0,4,0,2.0,2,20343.0,0
201911,42.0,0,1,11.0,2,2,3,3.0,0,3.0,1,5.0,0,3,0,1.0,1,17093.0,0
